1,1,1,Wheat
1,2,1,Cucurbits
1,3,1,Finger Millet
1,1,2,Urad
1,2,2,Okra
1,3,2,Brinjal
1,1,3,Sapota
1,2,3,Groundnut
1,3,3,Banana
2,1,1,Pineapple
2,2,1,Prosomillet
2,3,1,Jackfruit
2,1,2,Aracanut
2,2,2,Blackgram
2,3,2,Mango
2,1,3,Cashew Nut
2,2,3,Coconut
2,3,3,Rice
