1,1,1,Sorghum
1,2,1,Soyabean
1,3,1,Linseed
1,1,2,Wheat
1,2,2,Maize
1,3,2,Brinjal
1,1,3,Cotton
1,2,3,Pigeon Pea
1,3,3,Turmeric
2,1,1,Gram
2,2,1,Mung
2,3,1,Tomato
2,1,2,Onion
2,2,2,Bajra
2,3,2,Mango
2,1,3,Chilli
2,2,3,Cashew Nut
2,3,3,Rice
